"TmdbId","Servie Type","ImdbId","Backdrop Path","Poster Path","Title","Overview","Status","Tagline","Language","Popularity","Collection Id","Collection Name","Collection Poster Path","Collection Backdrop Path","Release Date","Runtime"
"254","movie","tt0360717","/fViKpktx4xktlQVaaKin6u94rcv.jpg","/6a2HY6UmD7XiDD3NokgaBAXEsD2.jpg","King Kong","In 1933 New York, an overly ambitious movie producer coerces his cast and hired ship crew to travel to mysterious Skull Island, where they encounter Kong, a giant ape who is immediately smitten with the leading lady.","Released","The eighth wonder of the world.","en","36.015",,,,,"2005-12-12","187"
"272","movie","tt0372784","/lh5lbisD4oDbEKgUxoRaZU8HVrk.jpg","/4MpN4kIEqUjW8OPtOQJXlTdHiJV.jpg","Batman Begins","Driven by tragedy, billionaire Bruce Wayne dedicates his life to uncovering and defeating the corruption that plagues his home, Gotham City.  Unable to work within the system, he instead creates a new identity, a symbol of fear for the criminal underworld - The Batman.","Released","Evil fears the knight.","en","54.341","263","The Dark Knight Collection","/hGvOMQBD88jAV0olS2DT1AxreHn.jpg","/xfKot7lqaiW4XpL5TtDlVBA9ei9.jpg","2005-06-10","140"
"278","movie","tt0111161","/kXfqcdQKsToO0OUXHcrrNCHDBzO.jpg","/lyQBXzOQSuE59IsHyhrp0qIiPAz.jpg","The Shawshank Redemption","Framed in the 1940s for the double murder of his wife and her lover, upstanding banker Andy Dufresne begins a new life at the Shawshank prison, where he puts his accounting skills to work for an amoral warden. During his long stretch in prison, Dufresne comes to be admired by the other inmates -- including an older prisoner named Red -- for his integrity and unquenchable sense of hope.","Released","Fear can hold you prisoner. Hope can set you free.","en","90.066",,,,,"1994-09-23","142"
"280","movie","tt0103064","/xKb6mtdfI5Qsggc44Hr9CCUDvaj.jpg","/5M0j0B18abtBI5gi2RhfjjurTqb.jpg","Terminator 2: Judgment Day","Nearly 10 years have passed since Sarah Connor was targeted for termination by a cyborg from the future. Now her son, John, the future leader of the resistance, is the target for a newer, more deadly terminator. Once again, the resistance has managed to send a protector back to attempt to save John and his mother Sarah.","Released","It's nothing personal.","en","61.044","528","The Terminator Collection","/kpZxdNsAV7qTdTLwKM5NLqa7GEo.jpg","/cpmbkwSxZnKO69V82A9a34tvk2E.jpg","1991-07-03","137"
"285","movie","tt0449088","/kPcHuPYqzkSo4bmPHtH82GaeEgX.jpg","/jGWpG4YhpQwVmjyHEGkxEkeRf0S.jpg","Pirates of the Caribbean: At World's End","Captain Barbossa, long believed to be dead, has come back to life and is headed to the edge of the Earth with Will Turner and Elizabeth Swann. But nothing is quite as it seems.","Released","At the end of the world, the adventure begins.","en","91.458","295","Pirates of the Caribbean Collection","/zRBaZxS5YauLvRYjAdL4AUCwlht.jpg","/wxgD3fB5lQ2sGJLog0rvXW049Pf.jpg","2007-05-19","169"
"289","movie","tt0034583","/rrsG3xYrWifoduZtsIZ4ntoDfBY.jpg","/5K7cOHoay2mZusSLezBOY0Qxh8a.jpg","Casablanca","In Casablanca, Morocco in December 1941, a cynical American expatriate meets a former lover, with unforeseen complications.","Released","They had a date with fate in Casablanca!","en","29.914",,,,,"1943-01-15","102"
"296","movie","tt0181852","/kbXMOnz2RhTSAbLtHX5hy5AXtwv.jpg","/qAnafzrd9Y5pVTWAP0tSDDMPzTR.jpg","Terminator 3: Rise of the Machines","It's been 10 years since John Connor saved Earth from Judgment Day, and he's now living under the radar, steering clear of using anything Skynet can trace. That is, until he encounters T-X, a robotic assassin ordered to finish what T-1000 started. Good thing Connor's former nemesis, the Terminator, is back to aid the now-adult Connor … just like he promised.","Released","The Machines Will Rise.","en","50.025","528","The Terminator Collection","/kpZxdNsAV7qTdTLwKM5NLqa7GEo.jpg","/cpmbkwSxZnKO69V82A9a34tvk2E.jpg","2003-07-02","109"
"297","movie","tt0119643","/uMBByiSDpgFwWVegAtwwnuzvogJ.jpg","/fDPAjvfPMomkKF7cMRmL5Anak61.jpg","Meet Joe Black","When the grim reaper comes to collect the soul of megamogul Bill Parrish, he arrives with a proposition: Host him for a ""vacation"" among the living in trade for a few more days of existence. Parrish agrees, and using the pseudonym Joe Black, Death begins taking part in Parrish's daily agenda and falls in love with the man's daughter. Yet when Black's holiday is over, so is Parrish's life.","Released","Sooner or later everyone does.","en","40.253",,,,,"1998-11-12","178"
"298","movie","tt0496806","/nu9nyVoyHecM6Zj6nTeTRgv54mb.jpg","/3so07ghzmtbyhpFfzTucEnlfYRO.jpg","Ocean's Thirteen","Danny Ocean's team of criminals are back and composing a plan more personal than ever. When ruthless casino owner Willy Bank doublecrosses Reuben Tishkoff, causing a heart attack, Danny Ocean vows that he and his team will do anything to bring down Willy Bank along with everything he's got. Even if it means asking for help from an enemy.","Released","What are the odds of getting even? 13 to one.","en","30.437","304","Ocean's Collection","/oHUHccvraYF8lYp6BxRoujRtH8Q.jpg","/7WUSrq8DqSkVgv1vmhBvav5bPoB.jpg","2007-06-05","122"
"310","movie","tt0315327","/8bQbejOvAKe78RXxpkfM04n0K18.jpg","/f0QqG14SZYYZcV4VWykVc5w13dz.jpg","Bruce Almighty","Bruce Nolan toils as a 'human interest' television reporter in Buffalo, N.Y., but despite his high ratings and the love of his beautiful girlfriend, Bruce remains unfulfilled. At the end of the worst day in his life, he angrily ridicules God—and the Almighty responds, endowing Bruce with all of His divine powers.","Released","In Bruce we trust?","en","32.204","124949","Almighty Collection","/cEIFUIrO1eoiSgmquHfYVyQYX14.jpg","/fjYES2aMQ05mRcaRoUHACfloNM3.jpg","2003-05-23","101"
"314","movie","tt0327554","/x7fK0oOUX8Ks1B1lZsACmCXUybI.jpg","/pvnPgukFyEKgCzyOxyLiwyZ8T1C.jpg","Catwoman","Liquidated after discovering a corporate conspiracy, mild-mannered graphic artist Patience Phillips washes up on an island, where she's resurrected and endowed with the prowess of a cat — and she's eager to use her new skills... as a vigilante. Before you can say ""cat and mouse"", handsome gumshoe Tom Lone is on her tail, fascinated by both of her personas.","Released","You can’t CATch her.","en","28.568",,,,,"2004-07-22","104"
"322","movie","tt0327056","/ah9hRJhdMMLkntNDIatKwncNJra.jpg","/e2VNohx5jb7I6HUamCuGhKvzXDR.jpg","Mystic River","The lives of three men who were childhood friends are shattered when one of them suffers a family tragedy.","Released","We bury our sins, we wash them clean.","en","27.894",,,,,"2003-03-03","138"
"326","movie","tt0417148","/bAG05yQkT56yFuLAETr12UfK05y.jpg","/9wqWQ5rXQG6daMpowqwadGjI768.jpg","Snakes on a Plane","America is on the search for the murderer Eddie Kim. Sean Jones must fly to L.A. to testify in a hearing against Kim. Accompanied by FBI agent Neville Flynn, the flight receives some unexpected visitors.","Released","Sit back. Relax. Enjoy the fright.","en","25.962",,,,,"2006-08-17","105"
"329","movie","tt0107290","/79bJL9ydAMYVltuNTt4VhxORqIz.jpg","/oU7Oq2kFAAlGqbU4VoAE36g4hoI.jpg","Jurassic Park","A wealthy entrepreneur secretly creates a theme park featuring living dinosaurs drawn from prehistoric DNA. Before opening day, he invites a team of experts and his two eager grandchildren to experience the park and help calm anxious investors. However, the park is anything but amusing as the security systems go off-line and the dinosaurs escape.","Released","An adventure 65 million years in the making.","en","26.029","328","Jurassic Park Collection","/jcUXVtJ6s0NG0EaxllQCAUtqdr0.jpg","/njFixYzIxX8jsn6KMSEtAzi4avi.jpg","1993-06-11","127"
"330","movie","tt0119567","/w9eBtIHHpGgGfjqnEAJM3s7mCOa.jpg","/jElpCJkSaRPYwIMwZY28gOKV7BK.jpg","The Lost World: Jurassic Park","Four years after Jurassic Park's genetically bred dinosaurs ran amok, multimillionaire John Hammond shocks chaos theorist Ian Malcolm by revealing that he has been breeding more beasties at a secret location. Malcolm, his paleontologist ladylove and a wildlife videographer join an expedition to document the lethal lizards' natural behavior in this action-packed thriller.","Released","Something has survived.","en","2.221","328","Jurassic Park Collection","/jcUXVtJ6s0NG0EaxllQCAUtqdr0.jpg","/njFixYzIxX8jsn6KMSEtAzi4avi.jpg","1997-05-23","129"
"331","movie","tt0163025","/hc0rX4AjWy4N39ByuXKbnhjbFia.jpg","/oQXj4NUfS3r3gHXtDOzcJgj1lLc.jpg","Jurassic Park III","In need of funds for research, Dr. Alan Grant accepts a large sum of money to accompany Paul and Amanda Kirby on an aerial tour of the infamous Isla Sorna. It isn't long before all hell breaks loose and the stranded wayfarers must fight for survival as a host of new -- and even more deadly -- dinosaurs try to make snacks of them.","Released","This time, it's not just a walk in the park!","en","1.563","328","Jurassic Park Collection","/jcUXVtJ6s0NG0EaxllQCAUtqdr0.jpg","/njFixYzIxX8jsn6KMSEtAzi4avi.jpg","2001-07-18","92"
"345","movie","tt0120663","/vYA4qUPWY0EbjpcIXAL4h4pVmTC.jpg","/knEIz1eNGl5MQDbrEAVWA7iRqF9.jpg","Eyes Wide Shut","After Dr. Bill Harford's wife, Alice, admits to having sexual fantasies about a man she met, Bill becomes obsessed with having a sexual encounter. He discovers an underground sexual group and attends one of their meetings -- and quickly discovers that he is in over his head.","Released","Cruise. Kidman. Kubrick.","en","47.112",,,,,"1999-07-16","159"
"380","movie","tt0095953","/mrfbeWcjgSaZ9NEb0xJMR9xzSeB.jpg","/iTNHwO896WKkaoPtpMMS74d8VNi.jpg","Rain Man","When car dealer Charlie Babbitt learns that his estranged father has died, he returns home to Cincinnati, where he discovers that he has a savant older brother named Raymond and that his father's $3 million fortune is being left to the mental institution in which Raymond lives. Motivated by his father's money, Charlie checks Raymond out of the facility in order to return with him to Los Angeles. The brothers' cross-country trip ends up changing both their lives.","Released","A journey through understanding and fellowship.","en","28.757",,,,,"1988-12-12","134"
"393","movie","tt0378194","/70EtzaGfO2d8X5n8SLI4s61KuJh.jpg","/2yhg0mZQMhDyvUQ4rG1IZ4oIA8L.jpg","Kill Bill: Vol. 2","The Bride unwaveringly continues on her roaring rampage of revenge against the band of assassins who had tried to kill her and her unborn child. She visits each of her former associates one-by-one, checking off the victims on her Death List Five until there's nothing left to do … but kill Bill.","Released","The bride is back for the final cut.","en","30.448","2883","Kill Bill Collection","/tf1nUtw3LJGUGv1EFFi23iz6ngr.jpg","/oCLKNACMNrEf4T1EP6BpMXDl5m1.jpg","2004-04-16","136"
"411","movie","tt0363771","/9iRRfMZbnpgHDdKi2lczGGYZXDo.jpg","/iREd0rNCjYdf5Ar0vfaW32yrkm.jpg","The Chronicles of Narnia: The Lion, the Witch and the Wardrobe","Siblings Lucy, Edmund, Susan and Peter step through a magical wardrobe and find the land of Narnia. There, they discover a charming, once peaceful kingdom that has been plunged into eternal winter by the evil White Witch, Jadis. Aided by the wise and magnificent lion, Aslan, the children lead Narnia into a spectacular, climactic battle to be free of the Witch's glacial powers forever.","Released","Evil Has Reigned For 100 Years...","en","115.952","420","The Chronicles of Narnia Collection","/sh6Kn8VBfXotJ6qsvJkdfscxXKR.jpg","/ojjzZUQlqKTsN1T7s5OAVZSjYMH.jpg","2005-12-07","143"
"424","movie","tt0108052","/zb6fM1CX41D9rF9hdgclu0peUmy.jpg","/sF1U4EUQS8YHUYjNl3pMGNIQyr0.jpg","Schindler's List","The true story of how businessman Oskar Schindler saved over a thousand Jewish lives from the Nazis while they worked as slaves in his factory during World War II.","Released","Whoever saves one life, saves the world entire.","en","67.783",,,,,"1993-12-15","195"
"425","movie","tt0268380","/a9ykRAWtQnI3SsZDfh8sCJo5cWI.jpg","/gLhHHZUzeseRXShoDyC4VqLgsNv.jpg","Ice Age","With the impending ice age almost upon them, a mismatched trio of prehistoric critters – Manny the woolly mammoth, Diego the saber-toothed tiger and Sid the giant sloth – find an orphaned infant and decide to return it to its human parents. Along the way, the unlikely allies become friends but, when enemies attack, their quest takes on far nobler aims.","Released","They came. They thawed. They conquered.","en","75.182","8354","Ice Age Collection","/stQoHvo0q6ZcEkji2Z1wlAxKnDq.jpg","/vrNxDKVRbsTUUvSdZPDvtGNQL5X.jpg","2002-03-10","81"
"435","movie","tt0319262","/fXJhA3pjLMDkHPgZ2GVhRDXA5M3.jpg","/kNKy8eJemg6sCAMBgh4xrD0lleX.jpg","The Day After Tomorrow","After years of increases in the greenhouse effect,  havoc is wreaked globally in the form of catastrophic hurricanes, tornadoes, tidal waves, floods and the beginning of a new Ice Age. Paleoclimatologist, Jack Hall tries to warn the world while also shepherding to safety his son, trapped in New York after the city is overwhelmed by the start of the new big freeze.","Released","Where will you be?","en","49.049",,,,,"2004-05-26","124"
"497","movie","tt0120689","/l6hQWH9eDksNJNiXWYRkWqikOdu.jpg","/8VG8fDNiy50H4FedGwdSVUPoaJe.jpg","The Green Mile","A supernatural tale set on death row in a Southern prison, where gentle giant John Coffey possesses the mysterious power to heal people's ailments. When the cell block's head guard, Paul Edgecomb, recognizes Coffey's miraculous gift, he tries desperately to help stave off the condemned man's execution.","Released","Miracles do happen.","en","70.517",,,,,"1999-12-10","189"
"503","movie","tt0409182","/r1gEZd7BoXtLNEQSNMqfsMlMtIz.jpg","/cCx2Ead8KoZhHofsAAr7tyrjfDo.jpg","Poseidon","A packed cruise ship traveling the Atlantic is hit and overturned by a massive wave, compelling the passengers to begin a dramatic fight for their lives.","Released","Mayday","en","26.011",,,,,"2006-05-10","98"
"508","movie","tt0314331","/xUWf5xX0AnZgAnYXAMk03zTbsef.jpg","/7QPeVsr9rcFU9Gl90yg0gTOTpVv.jpg","Love Actually","Eight London couples try to deal with their relationships in different ways. Their tryst with love makes them discover how complicated relationships can be.","Released","The Ultimate Romantic Comedy.","en","20.661",,,,,"2003-09-07","135"
"509","movie","tt0125439","/egyi9TQjLhNEQuEsK1dXovdHOHL.jpg","/fQqfLeD7h4nCXK0N5HEa4dAExk1.jpg","Notting Hill","William Thacker is a London bookstore owner whose humdrum existence is thrown into romantic turmoil when famous American actress Anna Scott appears in his shop. A chance encounter over spilled orange juice leads to a kiss that blossoms into a full-blown affair. As the average bloke and glamorous movie star draw closer and closer together, they struggle to reconcile their radically different lifestyles in the name of love.","Released","Can the most famous film star in the world fall for the man on the street?","en","25.102",,,,,"1999-05-21","124"
"534","movie","tt0438488","/5tKiuZvvV1lic7v65rdoGPmoOvf.jpg","/gw6JhlekZgtKUFlDTezq3j5JEPK.jpg","Terminator Salvation","All grown up in post-apocalyptic 2018, John Connor must lead the resistance of humans against the increasingly dominating militaristic robots. But when Marcus Wright appears, his existence confuses the mission as Connor tries to determine whether Wright has come from the future or the past -- and whether he's friend or foe.","Released","The End Begins.","en","41.639","528","The Terminator Collection","/kpZxdNsAV7qTdTLwKM5NLqa7GEo.jpg","/cpmbkwSxZnKO69V82A9a34tvk2E.jpg","2009-05-20","115"
"544","movie","tt0129387","/egJQ3nIon5fT8wyXcKRHzvmtZpD.jpg","/g03pwohXHOI75InM3zraiaEGguO.jpg","There's Something About Mary","For Ted, prom night went about as bad as it’s possible for any night to go. Thirteen years later, he finally gets another chance with his old prom date, only to run up against other suitors including the sleazy detective he hired to find her.","Released","Love Is In The Hair.","en","34.552",,,,,"1998-07-15","119"
"550","movie","tt0137523","/hZkgoQYus5vegHoetLkCJzb17zJ.jpg","/pB8BM7pdSp6B6Ih7QZ4DrQ3PmJK.jpg","Fight Club","A ticking-time-bomb insomniac and a slippery soap salesman channel primal male aggression into a shocking new form of therapy. Their concept catches on, with underground ""fight clubs"" forming in every town, until an eccentric gets in the way and ignites an out-of-control spiral toward oblivion.","Released","Mischief. Mayhem. Soap.","en","68.25",,,,,"1999-10-15","139"
"557","movie","tt0145487","/jHxCeXnSchAuwHnmVatTgqMYdX8.jpg","/gh4cZbhZxyTbgxQPxD0dOudNPTn.jpg","Spider-Man","After being bitten by a genetically altered spider at Oscorp, nerdy but endearing high school student Peter Parker is endowed with amazing powers to become the superhero known as Spider-Man.","Released","With great power comes great responsibility.","en","73.454","556","Spider-Man Collection","/bp5PqLa06QA1LsELA1SsKZ008H7.jpg","/waZqriYTuBE3WqXI3SDGi3kfDQE.jpg","2002-05-01","121"
"558","movie","tt0316654","/8HMHE8VpkWOTmkm3c9QyEL6h1cP.jpg","/olxpyq9kJAZ2NU1siLshhhXEPR7.jpg","Spider-Man 2","Peter Parker is going through a major identity crisis. Burned out from being Spider-Man, he decides to shelve his superhero alter ego, which leaves the city suffering in the wake of carnage left by the evil Doc Ock. In the meantime, Parker still can't act on his feelings for Mary Jane Watson, a girl he's loved since childhood. A certain anger begins to brew in his best friend Harry Osborn as well...","Released","There's a hero in all of us.","en","27.39","556","Spider-Man Collection","/bp5PqLa06QA1LsELA1SsKZ008H7.jpg","/waZqriYTuBE3WqXI3SDGi3kfDQE.jpg","2004-06-25","127"
"559","movie","tt0413300","/w1oD1MzHjnBJc5snKupIQaSBLIh.jpg","/qFmwhVUoUSXjkKRmca5yGDEXBIj.jpg","Spider-Man 3","The seemingly invincible Spider-Man goes up against an all-new crop of villains—including the shape-shifting Sandman. While Spider-Man’s superpowers are altered by an alien organism, his alter ego, Peter Parker, deals with nemesis Eddie Brock and also gets caught up in a love triangle.","Released","The battle within.","en","72.517","556","Spider-Man Collection","/bp5PqLa06QA1LsELA1SsKZ008H7.jpg","/waZqriYTuBE3WqXI3SDGi3kfDQE.jpg","2007-05-01","139"
"562","movie","tt0095016","/oIwfoUFfWfESn0Y8u8jv9lc8li1.jpg","/yFihWxQcmqcaBR31QM6Y8gT6aYV.jpg","Die Hard","NYPD cop John McClane's plan to reconcile with his estranged wife is thrown for a serious loop when, minutes after he arrives at her office, the entire building is overtaken by a group of terrorists. With little help from the LAPD, wisecracking McClane sets out to single-handedly rescue the hostages and bring the bad guys down.","Released","Twelve terrorists. One cop. The odds are against John McClane... That's just the way he likes it.","en","45.856","1570","Die Hard Collection","/fn3aXwADNC0nmJ51GYnkrOseVgB.jpg","/5kHVblr87FUScuab1PVSsK692IL.jpg","1988-07-15","131"
"563","movie","tt0120201","/j0BB9DoqobGvRqKVeAveP70hWi2.jpg","/cxCmv23O7p3hyHwqoktHYkZcGsY.jpg","Starship Troopers","Set in the future, the story follows a young soldier named Johnny Rico and his exploits in the Mobile Infantry. Rico's military career progresses from recruit to non-commissioned officer and finally to officer against the backdrop of an interstellar war between mankind and an arachnoid species known as ""the Bugs"".","Released","The only good bug is a dead bug.","en","32.881","10522","Starship Troopers Collection","/uumu3Xj1ME1632SCsyVJwITgOKZ.jpg","/iKbdiRzFaQaKMtYoeQIuwGoDvSv.jpg","1997-11-07","129"
"564","movie","tt0120616","/wyIhlSbqBS7ZsDbCQwGhuNIDYyq.jpg","/yhIsVvcUm7QxzLfT6HW2wLf5ajY.jpg","The Mummy","Dashing legionnaire Rick O'Connell stumbles upon the hidden ruins of Hamunaptra while in the midst of a battle to claim the area in 1920s Egypt. It has been over three thousand years since former High Priest Imhotep suffered a fate worse than death as a punishment for a forbidden love—along with a curse that guarantees eternal doom upon the world if he is ever awoken.","Released","The legend you know. The adventure you have yet to imagine.","en","58.998","1733","The Mummy Collection","/x5ZQsM90h4jmvDelgbCwPjcOn1s.jpg","/1BeKi6IytbfQlQocJSvP2k6sO1a.jpg","1999-04-16","124"
"584","movie","tt0322259","/z3ioibdjWZOYeXjoiabFOFOfPI3.jpg","/6nDZExrDKIXvSAghsFKVFRVJuSf.jpg","2 Fast 2 Furious","It's a major double-cross when former police officer Brian O'Conner teams up with his ex-con buddy Roman Pearce to transport a shipment of ""dirty"" money for shady Miami-based import-export dealer Carter Verone. But the guys are actually working with undercover agent Monica Fuentes to bring Verone down.","Released","How fast do you like it?","en","6.277","9485","The Fast and the Furious Collection","/zQdytnqfsWKJlqazqfMBL2L7aql.jpg","/z5A5W3WYJc3UVEWljSGwdjDgQ0j.jpg","2003-06-05","108"
"585","movie","tt0198781","/vUTVUdfbsY4DePCYzxxDMXKp6v6.jpg","/sgheSKxZkttIe8ONsf2sWXPgip3.jpg","Monsters, Inc.","Lovable Sulley and his wisecracking sidekick Mike Wazowski are the top scare team at Monsters, Inc., the scream-processing factory in Monstropolis. When a little girl named Boo wanders into their world, it's the monsters who are scared silly, and it's up to Sulley and Mike to keep her out of sight and get her back home.","Released","We Scare Because We Care.","en","98.73","137696","Monsters, Inc. Collection","/4Cp0L58Rg1bSJSsT6uw7OuU4nYc.jpg","/x4Mq7gDRhbqDjw4SkemLvd1yzF3.jpg","2001-11-01","92"
"591","movie","tt0382625","/66oSbVOmD4W7S6ILRPssYt51ab4.jpg","/tYXOOkDxJ7jSvUX5j1Hbks1GjBZ.jpg","The Da Vinci Code","A murder in Paris’ Louvre Museum and cryptic clues in some of Leonardo da Vinci’s most famous paintings lead to the discovery of a religious mystery. For 2,000 years a secret society closely guards information that — should it come to light — could rock the very foundations of Christianity.","Released","Seek the truth","en","25.399","115776","The Robert Langdon Collection","/mZDeXsVhBxnWD3tGOQ69vKS3WYL.jpg","/j1IqpLhCypllamjKe6C2RstjfEQ.jpg","2006-05-17","149"
"594","movie","tt0362227","/zywtNiaZ9r7azrcNdl2j0jOgrkw.jpg","/pXNomqKcKXAQbuWxehb2N3XFKfn.jpg","The Terminal","Viktor Navorski is a man without a country; his plane took off just as a coup d'etat exploded in his homeland, leaving it in shambles, and now he's stranded at Kennedy Airport, where he's holding a passport that nobody recognizes. While quarantined in the transit lounge until authorities can figure out what to do with him, Viktor simply goes on living – and courts romance with a beautiful flight attendant.","Released","Life is waiting.","en","31.815",,,,,"2004-06-17","128"
